ID,Category,FileName,Location,Include,Archive_Date,Destroy_Date,Owner,Notes
1222,General,HISTORY OF LASA,"Treatment Plant,Storage Room 211,1011",,01/01/1980,01/01/1980,ED LENNEX,
1223,General,HUTH ENGINEERING REPORTS,"Treatment Plant,Storage Room 211,1011",,01/01/1980,01/01/1980,ED LENNEX,
1224,General,INFORMATION ON TAXES OF SEWER BONDS,"Treatment Plant,Storage Room 211,1011",,01/01/1980,01/01/1980,ED LENNEX,
1225,General,JOINT SEWER BOND CORRESPONDANCE,"Treatment Plant,Storage Room 211,1011",,01/01/1980,01/01/1980,ED LENNEX,
1226,General,"LTP METAL FINISHING, INC.","Treatment Plant,Storage Room 211,1011",,01/01/1980,01/01/1980,JOHN DIETRICH,
1227,General,MANAGERS COPY OF BOARD MINUTES,"Treatment Plant,Storage Room 211,1011",,01/01/1980,01/01/1980,ED LENNEX,
1228,General,MISC. CORRESPONDANCE,"Treatment Plant,Storage Room 211,1011",,01/01/1980,01/01/1980,ED LENNEX,
1229,General,NOTES ABOUT BOARD MEETING,"Treatment Plant,Storage Room 211,1011",,01/01/1980,01/01/1980,ED LENNEX,
1230,General,POTW PRETREATMENT PROGRAM FOR LASA,"Treatment Plant,Storage Room 211,1011",,01/01/1980,01/01/1980,JOHN DIETRICH,
1231,General,RESOLUTIONS AS PART OF MINUTES 1966-68,"Treatment Plant,Storage Room 211,1011",,01/01/1980,01/01/1980,ED LENNEX,
1232,General,SUBURBAN LANCASTER JOINT SEWER BOARD PRELIMINARY REPORT,"Treatment Plant,Storage Room 211,1011",,01/01/1980,01/01/1980,S FERTICH,
1233,General,WEST HEMP. INDUSTRIAL WASTE APPLICATIONS,"Treatment Plant,Storage Room 211,1011",,01/01/1980,01/01/1980,JOHN DIETRICH,
1234,General,WEST RIDGE DRIVE PROJECT FOLDER,"Treatment Plant,Storage Room 211,1011",,01/01/1980,01/01/1980,S FERTICH,
1235,General,"Y & S CANDIES, INC.","Treatment Plant,Storage Room 211,1011",,01/01/1980,01/01/1980,ED LENNEX,
1236,General,SWARR RUN PUMPING STATION SHOP DRAWINGS 01010 - 04720,"Treatment Plant,Storage Room 211,1012",,01/01/1980,01/01/1980,S FERTICH,
1237,General,SWARR RUN PUMPING STATION SHOP DRAWINGS SPEC 2732-5600,"Treatment Plant,Storage Room 211,1013",,01/01/1980,01/01/1980,S FERTICH,
1238,General,SWARR RUN PUMPING STATION SHOP DRAWINGS SPEC. 5600-15370,"Treatment Plant,Storage Room 211,1014",,01/01/1980,01/01/1980,S FERTICH,
1239,General,SWARR RUN PUMPING STATION SHOP DRAWINGS 15370 - 16500,"Treatment Plant,Storage Room 211,1015",,01/01/1980,01/01/1980,S FERTICH,
1240,General,HONEYSUCKLE LANE SEWER PROJECT,"Treatment Plant,Storage Room 211,1016",,01/01/1980,01/01/1980,S FERTICH,
1241,General,TRUCKED WASTE RECEIPTS 0000-2417,"Treatment Plant,Storage Room 211,1017",,01/01/1980,01/01/1980,,
1242,General,HEADWORKS PROJECT SHOP DRAWINGS,"Treatment Plant,Storage Room 211,1018",,01/01/1980,01/01/1980,S FERTICH,
1243,General,LOCUST GROVE UPGRADE,"Treatment Plant,Storage Room 211,1016",,01/01/1980,01/01/1980,S FERTICH,
1244,General,MIKE KYLE&#039S BOARD REPORT FOR 2001 AND 2002,"Treatment Plant,Storage Room 211,1019",,01/01/1980,01/01/1980,MIKE KYLE,
1245,General,MIKE KYLE&#039S BOARD REPORT FOR 2004,"Treatment Plant,Storage Room 211,1020",,01/01/1980,01/01/1980,MIKE KYLE,
1246,General,"OLD BOARD REPORTS AND AGENDAS, INCOMPLETE LISTING","Treatment Plant,Storage Room 211,1021",,01/01/1980,01/01/1980,MIKE KYLE,
1247,General,BJ&#039S WHOLESALE CLUB - NATICK REALTY CORP. HEMP. SQ. ASSOC.,"Admin Building,Vault,Completed & Closed,9",,01/01/1980,01/01/1980,MELISSA,
1248,General,BRADFORD RUN,"Admin Building,Vault,Completed & Closed,9",,01/01/1980,01/01/1980,MELISSA,
1249,General,CAMINO FOODS BURRITO PLT.,"Admin Building,Vault,Completed & Closed,9",,01/01/1980,01/01/1980,MELISSA,
1250,General,CENTERVILLE ELEMENTARY SCHOOL,"Admin Building,Vault,Completed & Closed,9",,01/01/1980,01/01/1980,MELISSA,
1251,General,CENTERVILLE SQUARE SHOPPING CENTER,"Admin Building,Vault,Completed & Closed,9",,01/01/1980,01/01/1980,MELISSA,
1252,General,CHESTNUT VALLEY - PHASE I,"Admin Building,Vault,Completed & Closed,9",,01/01/1980,01/01/1980,MELISSA,
1253,General,CONSTITUTION SQUARE NORTH/ PHASE II,"Admin Building,Vault,Completed & Closed,9",,01/01/1980,01/01/1980,MELISSA,
1254,General,CONSTITUTION SQUARE NORTH - PHASE IIIA,"Admin Building,Vault,Completed & Closed,9",,01/01/1980,01/01/1980,MELISSA,
1255,General,CONSTITUTION SQUARE - PHASE IIIB,"Admin Building,Vault,Completed & Closed,9",,01/01/1980,01/01/1980,MELISSA,
1256,General,COUNTRYSIDE,"Admin Building,Vault,Completed & Closed,9",,01/01/1980,01/01/1980,MELISSA,
1257,General,DATCON INSTRUMENT COMPANY,"Admin Building,Vault,Completed & Closed,9",,01/01/1980,01/01/1980,MELISSA,
1258,General,GEORGE C. DESMOND,"Admin Building,Vault,Completed & Closed,9",,01/01/1980,01/01/1980,MELISSA,
1259,General,ERIN OFFICE PARK,"Admin Building,Vault,Completed & Closed,9",,01/01/1980,01/01/1980,MELISSA,
1260,General,ERIN OFFICE PARK - LOT1,"Admin Building,Vault,Completed & Closed,9",,01/01/1980,01/01/1980,MELISSA,
1261,General,FALCON RIDGE SOUTH - PHASE 1,"Admin Building,Vault,Completed & Closed,9",,01/01/1980,01/01/1980,MELISSA,
1262,General,FRONTIER VILLAGE,"Admin Building,Vault,Completed & Closed,9",,01/01/1980,01/01/1980,MELISSA,
1263,General,GEORGETOWN HILL,"Admin Building,Vault,Completed & Closed,9",,01/01/1980,01/01/1980,MELISSA,
1264,General,HAMLET OF BLUE ROCK,"Admin Building,Vault,Completed & Closed,9",,01/01/1980,01/01/1980,MELISSA,
1265,General,HEMPFIELD GREEN,"Admin Building,Vault,Completed & Closed,9",,01/01/1980,01/01/1980,MELISSA,
1266,General,HEMPFIELD GREEN - PHASE II SEC. 5,"Admin Building,Vault,Completed & Closed,9",,01/01/1980,01/01/1980,MELISSA,
1267,General,HEMPFIELD SCHOOL DISTRICT - HIGH SCHOOL,"Admin Building,Vault,Completed & Closed,9",,01/01/1980,01/01/1980,MELISSA,
1268,General,HEMPFIELD SCHOOL DISTRICT - ELEMENTARY SCHOOL,"Admin Building,Vault,Completed & Closed,9",,01/01/1980,01/01/1980,MELISSA,
1269,General,HEMPFIELD SCHOOL DISTRICT - HIRAM R. HERSHEY TRACT,"Admin Building,Vault,Completed & Closed,9",,01/01/1980,01/01/1980,MELISSA,
1270,General,HIGHLAND PARK - HURST,"Admin Building,Vault,Completed & Closed,9",,01/01/1980,01/01/1980,MELISSA,
1271,General,HORIZON VIEW ESTATES,"Admin Building,Vault,Completed & Closed,9",,01/01/1980,01/01/1980,MELISSA,
1272,General,CLIFFORD B. HUFFMAN & SLAUGH HOMES,"Admin Building,Vault,Completed & Closed,9",,01/01/1980,01/01/1980,MELISSA,
1273,General,HESS HOME BUILDERS - SEWER EXTENTION MAIN TO NOLT RD.,"Admin Building,Vault,Completed & Closed,9",,01/01/1980,01/01/1980,MELISSA,
1274,General,HOGAN GROUP - MICHELLE DRIVE,"Admin Building,Vault,Completed & Closed,9",,01/01/1980,01/01/1980,MELISSA,
1275,General,HOMESTEAD VILLAGE - VILLAS & FACILITY EXPANSION,"Admin Building,Vault,Completed & Closed,9",,01/01/1980,01/01/1980,MELISSA,
1276,General,HYDRO-KIRBY WAREHOUSE,"Admin Building,Vault,Completed & Closed,9",,01/01/1980,01/01/1980,MELISSA,
1277,General,INDIAN SPRINGS ESTATES - SECTION 2,"Admin Building,Vault,Completed & Closed,9",,01/01/1980,01/01/1980,MELISSA,
1278,General,FRANK KREIDER SQUASH PLT,"Admin Building,Vault,Completed & Closed,9",,01/01/1980,01/01/1980,MELISSA,
1279,Capital Projects,MANOR OAKS - PHAS 1,"Admin Building,Vault,Completed & Closed,10",,01/01/1980,01/01/1980,MELISSA,
1280,General,MANOR OAKS - PHASE 1,"Admin Building,Vault,Completed & Closed,10",,01/01/1980,01/01/1980,MELISSA,
1281,General,MANOR OAKS - PHASE III A,"Admin Building,Vault,Completed & Closed,10",,01/01/1980,01/01/1980,,
1282,General,MANOR OAKS - PHASE III,"Admin Building,Vault,Completed & Closed,10",,01/01/1980,01/01/1980,MELISSA,
1283,General,HOMELAND - MEADOWS EDGE - I,"Admin Building,Vault,Completed & Closed,10",,01/01/1980,01/01/1980,MELISSA,
1284,General,MEADOWS EDGE - PHASE II,"Admin Building,Vault,Completed & Closed,10",,01/01/1980,01/01/1980,MELISSA,
1285,General,MILLCREEK ESTATES,"Admin Building,Vault,Completed & Closed,10",,01/01/1980,01/01/1980,MELISSA,
1286,General,GLENN NEWCOMER - SUBDIVISION,"Admin Building,Vault,Completed & Closed,10",,01/01/1980,01/01/1980,MELISSA,
1287,General,OAK RIDGE COMMONS,"Admin Building,Vault,Completed & Closed,10",,01/01/1980,01/01/1980,MELISSA,
1288,General,OAK RIDGE COMMONS - PHASE II & III,"Admin Building,Vault,Completed & Closed,10",,01/01/1980,01/01/1980,MELISSA,
1289,General,OLDE FORGE INDUSTRIAL TRACT,"Admin Building,Vault,Completed & Closed,10",,01/01/1980,01/01/1980,MELISSA,
1290,General,OLDE FORGE CROSSING (PARK PLACE) - YELLOW GOOES & HARRIS. PK.,"Admin Building,Vault,Completed & Closed,10",,01/01/1980,01/01/1980,MELISSA,
1291,General,OLD SYCAMORE INDUSTRIAL PARK,"Admin Building,Vault,Completed & Closed,10",,01/01/1980,01/01/1980,MELISSA,
1292,General,PENNWOOD / SEC. 7,"Admin Building,Vault,Completed & Closed,10",,01/01/1980,01/01/1980,MELISSA,
1293,General,"QVC, INC.","Admin Building,Vault,Completed & Closed,10",,01/01/1980,01/01/1980,MELISSA,
1294,General,RALEIGH RIDGE - BUCKWALTER TRACT,"Admin Building,Vault,Completed & Closed,10",,01/01/1980,01/01/1980,MELISSA,
1295,General,RALEIGH RIDGE WEST,"Admin Building,Vault,Completed & Closed,10",,01/01/1980,01/01/1980,MELISSA,
1296,General,REGENCY SQUARE,"Admin Building,Vault,Completed & Closed,10",,01/01/1980,01/01/1980,MELISSA,
1297,General,SLAUGH/COOPER CAN-DO,"Admin Building,Vault,Completed & Closed,10",,01/01/1980,01/01/1980,MELISSA,
1298,General,SOVEREIGN ESTATES,"Admin Building,Vault,Completed & Closed,10",,01/01/1980,01/01/1980,MELISSA,
1299,General,SPRING HILL VILLAGE,"Admin Building,Vault,Completed & Closed,10",,01/01/1980,01/01/1980,MELISSA,
1300,General,SPORTING VALLEY ACRES,"Admin Building,Vault,Completed & Closed,10",,01/01/1980,01/01/1980,MELISSA,
1301,General,ST. ANNES RETIREMENT COMMUNITY,"Admin Building,Vault,Completed & Closed,10",,01/01/1980,01/01/1980,MELISSA,
1302,General,STONY BATTERY CORPORATE CENTER - PHASE II,"Admin Building,Vault,Completed & Closed,10",,01/01/1980,01/01/1980,MELISSA,
1303,General,STONY BATTERY CORPORATE CENTER - PHASE I,"Admin Building,Vault,Completed & Closed,10",,01/01/1980,01/01/1980,MELISSA,
1304,General,STONY BATTER COMMERCE CENTER,"Admin Building,Vault,Completed & Closed,10",,01/01/1980,01/01/1980,MELISSA,
1305,General,SUMMIT HILLS,"Admin Building,Vault,Completed & Closed,10",,01/01/1980,01/01/1980,MELISSA,
1306,General,SUMMIT HILLS,"Admin Building,Vault,Completed & Closed,10",,01/01/1980,01/01/1980,MELISSA,
1307,General,SUMMIT HILLS - PHASE IV - HDC owner,"Admin Building,Vault,Completed & Closed,10",,01/01/1980,01/01/1980,MELISSA,
1308,General,SYCAMORE SOUTH,"Admin Building,Vault,Completed & Closed,10",,01/01/1980,01/01/1980,MELISSA,
1309,General,WESTERN CORNERS,"Admin Building,Vault,Completed & Closed,10",,01/01/1980,01/01/1980,MELISSA,
1310,General,WEST LANCASTER COMMERCE PARK,"Admin Building,Vault,Completed & Closed,10",,01/01/1980,01/01/1980,MELISSA,
1311,General,WEST VUE - PHASES II & I - MARIETTA CORP.,"Admin Building,Vault,Completed & Closed,10",,01/01/1980,01/01/1980,MELISSA,
1312,General,WEST VUE - PHASE IV - MARIETTA CORP.,"Admin Building,Vault,Completed & Closed,10",,01/01/1980,01/01/1980,MELISSA,
1313,General,WESTVUE - PHASE V,"Admin Building,Vault,Completed & Closed,10",,01/01/1980,01/01/1980,MELISSA,
1314,General,WILLIS KILHEFFER SUBDIVISION - STEVENS STREET (south side),"Admin Building,Vault,Completed & Closed,10",,01/01/1980,01/01/1980,MELISSA,
1315,General,TRANSPORT INTERNATIONAL POOL,"Admin Building,Vault,Completed & Closed,10",,01/01/1980,01/01/1980,MELISSA,
1316,General,WOODCREST VILLA - MENNONITE RETIREMENT COMMUNITY,"Admin Building,Vault,Completed & Closed,10",,01/01/1980,01/01/1980,MELISSA,
1317,General,WOODCRESTI VILLA - PHASE III,"Admin Building,Vault,Completed & Closed,10",,01/01/1980,01/01/1980,MELISSA,
1318,General,WOODS OF WESTVUE,"Admin Building,Vault,Completed & Closed,10",,01/01/1980,01/01/1980,MELISSA,
1319,General,"MENNONITE HOME, INC.","Admin Building,Vault,Completed & Closed,10",,01/01/1980,01/01/1980,MELISSA,
1320,Capital Projects,Contract # 1 - Olin Construction Company,"Treatment Plant,Storage Room 211,1022",Correspondence,01/01/1980,01/01/1980,Adm Asst,1972-1976
1321,Capital Projects,"Contract #2 - Charles F. Smith & Son, Inc.","Treatment Plant,Storage Room 211,1022",Correspondence,01/01/1980,01/01/1980,Adm Asst,1972-1976
1322,Capital Projects,"Contract # 3 - Chas F. Smith & Son, Inc.","Treatment Plant,Storage Room 211,1022",Correspondence,01/01/1980,01/01/1980,Adm Asst,1972-1975
1323,Capital Projects,Contract #4 - Tappan Construction Corporation,"Treatment Plant,Storage Room 211,1022",Correspondence,01/01/1980,01/01/1980,Adm Asst,1972-1975
1324,Capital Projects,Contracts # 5 & 6 - J. E. Brenneman Company,"Treatment Plant,Storage Room 211,1022",Correspondence,01/01/1980,01/01/1980,Adm Asst,1972-1975
1325,Capital Projects,"Contract # 7 - Garden Spot Electric, Inc.","Treatment Plant,Storage Room 211,1022",Correspondence,01/01/1980,01/01/1980,Adm Asst,1972-1975
1326,Capital Projects,"Contract #8 - Martin Electrical Service, Inc.","Treatment Plant,Storage Room 211,1022",Correspondence,01/01/1980,01/01/1980,Adm Asst,1972-1975
1327,Capital Projects,"Contract #9 - Martin Electrical Service, Inc.","Treatment Plant,Storage Room 211,1022",Correspondence,01/01/1980,01/01/1980,Adm Asst,1972
1328,Capital Projects,"Contract #10 - Environmental Utilities, Inc.  1974","Treatment Plant,Storage Room 211,1022",Correspondence,01/01/1980,01/01/1980,Adm Asst,1974
1329,Capital Projects,"Contract #10 - Environmental Utilities, Inc. 1972-1973","Treatment Plant,Storage Room 211,1022",Correspondence,01/01/1980,01/01/1980,Adm Asst,
1330,Capital Projects,"Contract #10 - Environmental Utilities, Inc.  1975","Treatment Plant,Storage Room 211,1022",Correspondence,01/01/1980,01/01/1980,Adm Asst,1975
1331,Capital Projects,Contract #11 - Gerl Construction Co. 1972 & 1973,"Treatment Plant,Storage Room 211,1022",Correspondence,01/01/1980,01/01/1980,Adm Asst,1972-1973
1332,Capital Projects,Contract #12 - Gerl Construction Co. - 1974,"Treatment Plant,Storage Room 211,1022",Correspondence,01/01/1980,01/01/1980,Adm Asst,1974
1333,Capital Projects,Contract #12 - Gerl Construction Co. - 1975,"Treatment Plant,Storage Room 211,1022",Correspondence,01/01/1980,01/01/1980,Adm Asst,1975
1334,Capital Projects,"Contract #13 - Cruz Construction Co., Inc - 1973","Treatment Plant,Storage Room 211,1022",Correspondence,01/01/1980,01/01/1980,Adm Asst,1973
1335,Capital Projects,Contract #13 - Cruz Construction Co. - 1974,"Treatment Plant,Storage Room 211,1022",Correspondence,01/01/1980,01/01/1980,Adm Asst,1974
1336,Capital Projects,Contract #13 - Cruz Construction Co. Inc. - 1975,"Treatment Plant,Storage Room 211,1022",Correspondence,01/01/1980,01/01/1980,Adm Asst,
1337,Capital Projects,Contract # 13 - Cruz Construction Co. Inc. - 1976,"Treatment Plant,Storage Room 211,1022",Correspondence,01/01/1980,01/01/1980,Adm Asst,1976
1338,Capital Projects,"Contract # 13A - W. Charles McMinn, Inc.","Treatment Plant,Storage Room 211,1022",Correspondence,01/01/1980,01/01/1980,Adm Asst,1975
1339,Capital Projects,"Contract #14 - ATCO Construction Co., Inc.","Treatment Plant,Storage Room 211,1022",Correspondence,01/01/1980,01/01/1980,Adm Asst,1972-1976
1340,Capital Projects,Contract #15 - James F. Favino,"Treatment Plant,Storage Room 211,1022",Correspondence,01/01/1980,01/01/1980,Adm Asst,1972-1974
1341,Capital Projects,"Contract #16 - Funk Brothers, Inc.","Treatment Plant,Storage Room 211,1022",Correspondence,01/01/1980,01/01/1980,Adm Asst,1972-1980
1342,General,"Contract #17 - Funk Bros., Inc.","Treatment Plant,Storage Room 211,1022",Correspondence,01/01/1980,01/01/1980,Adm Asst,1972-1975
1343,Capital Projects,"Contract #18 - Jaden Electric, Inc.","Treatment Plant,Storage Room 211,1022",Correspondence,01/01/1980,01/01/1980,Adm Asst,1972-1975
1344,Capital Projects,"Contract #19 - Jaden Electric, Inc.","Treatment Plant,Storage Room 211,1022",Correspondence,01/01/1980,01/01/1980,Adm Asst,1972-1975
1345,Capital Projects,Contract #20 - Environmental Utilities Corp.,"Treatment Plant,Storage Room 211,1022",Correspondence,01/01/1980,01/01/1980,Adm Asst,1972-1975
1346,Capital Projects,Complaints - J. F. Favino,"Treatment Plant,Storage Room 211,1022",Correspondence,01/01/1980,01/01/1980,Adm Asst,1972-1974
1347,Capital Projects,Contract #20/21 - Complaints - Environmental Utilities,"Treatment Plant,Storage Room 211,1022",Correspondence,01/01/1980,01/01/1980,Adm Asst,1973-1975
1348,Capital Projects,Contract #21 - Environmental Utilities Corp.,"Treatment Plant,Storage Room 211,1022","Correspondence, Invoices",01/01/1980,01/01/1980,Adm Asst,1972-1981
1349,Capital Projects,"Contract #22 - Toews, Ayres and Huber, Inc.","Treatment Plant,Storage Room 211,1022",Correspondence,01/01/1980,01/01/1980,Adm Asst,1973
1350,Capital Projects,Contract #23 Jaden Service Corporation,"Treatment Plant,Storage Room 211,1022",Correspondence,01/01/1980,01/01/1980,Adm Asst,1975
1351,Capital Projects,"Contract #24 - William R. Almoney, Inc.","Treatment Plant,Storage Room 211,1022",Correspondence,01/01/1980,01/01/1980,Adm Asst,1974-1975
1352,Capital Projects,"Contract # 25 - Conewago Contractors, Inc. (Bausman)","Treatment Plant,Storage Room 211,1022","Correspondence, Invoices",01/01/1980,01/01/1980,Adm Asst,1974-1976
1353,Capital Projects,"Contract #25 - Complaints - Conewago Contractors, Inc.","Treatment Plant,Storage Room 211,1022",Correspondence,01/01/1980,01/01/1980,Adm Asst,1974-1975
1354,Capital Projects,"Contract #26 - Funk Bros., Inc. - West Ridge Dr. Intercep.","Treatment Plant,Storage Room 211,1022",Correspondence,01/01/1980,01/01/1980,Adm Asst,1974
1355,Capital Projects,Contract #29 - Locust Grove Pump Station,"Treatment Plant,Storage Room 211,1022","Correspondence, Invoices",01/01/1980,01/01/1980,Adm Asst,1981-1983
1356,Capital Projects,"Kroll Electric Co., Inc.","Treatment Plant,Storage Room 211,1022",Correspondence,01/01/1980,01/01/1980,Adm Asst,1974
1357,Capital Projects,"Winter Enginer - Generator Service, Inc.","Treatment Plant,Storage Room 211,1022",Correspondence,01/01/1980,01/01/1980,Adm Asst,1976
1358,Land Acquistion,Westfield Pump Station,"Treatment Plant,Storage Room 211,1022",Legal,01/01/1980,01/01/1980,Melissa,Deed dated 1986
1359,Capital Projects,Silver Springs Pump Station,"Treatment Plant,Storage Room 211,1023","Agreements, Correspondence, Invoices, Legal, Report",01/01/1980,01/01/1980,Adm Asst,Purchase of land 1973
1360,Land Acquistion,Surge Tank Site #2,"Treatment Plant,Storage Room 211,1023","Correspondence, Legal, Plans, Report",01/01/1980,01/01/1980,Adm Asst,PUrchase of land for surge tank
1361,Land Acquistion,Swarr Run Pump Station - Golden Meadows,"Treatment Plant,Storage Room 211,1023","Correspondence, Invoices, Legal, Report",01/01/1980,01/01/1980,Adm Asst,PUrchase of Swarr Run Property and settlement documents dating around 1997
1362,Land Acquistion,Swarr Run Pump Station & R-O-W- Purchases,"Treatment Plant,Storage Room 211,1023","Correspondence, Legal, Report, Rights of way",01/01/1980,01/01/1980,Melissa,1997
1363,Capital Projects,Permanent Flow Meter Installation (Construction - Garden Spot),"Treatment Plant,Storage Room 211,1023","Agreements, Correspondence, Invoices",01/01/1980,01/01/1980,Adm Asst,Installation of flow meters  dating around 1996
1364,General,Quaker Hills Pump Station (Inactive),"Treatment Plant,Storage Room 211,1023","Correspondence, Legal",01/01/1980,01/01/1980,Adm Asst,1969
1365,Land Acquistion,Reist Property Add-on Lot,"Treatment Plant,Storage Room 211,1023","Correspondence, Invoices, Legal, Report",01/01/1980,01/01/1980,Adm Asst,2000
1366,Capital Projects,Richardson Dr R-O-W - Industrial Development Co.,"Treatment Plant,Storage Room 211,1023","Agreements, Correspondence, Invoices",01/01/1980,01/01/1980,Adm Asst,1997
1367,Land Acquistion,River Road Properties 2204 River Road,"Treatment Plant,Storage Room 211,1023","Correspondence, Invoices, Legal",01/01/1980,01/01/1980,Adm Asst,2002
1368,Land Acquistion,2217 River Rd.-Washington Boro (Appraisal Report),"Treatment Plant,Storage Room 211,1023","Correspondence, Report",01/01/1980,01/01/1980,Adm Assst,Fish Property
1369,Land Acquistion,St. Anne&#039s Pump Station (Inactive),"Treatment Plant,Storage Room 211,1023","Agreements, Correspondence, Legal",01/01/1980,01/01/1980,Adm Asst,1968-1984
1370,Land Acquistion,Salunga Pump Station,"Treatment Plant,Storage Room 211,1023","Correspondence, Legal, Report",01/01/1980,01/01/1980,Adm Asst,193-1995
1371,Land Acquistion,Shue Track Survey,"Treatment Plant,Storage Room 211,1023","Agreements, Correspondence, Invoices, Legal, Report",01/01/1980,01/01/1980,Adm Asst,1997
1372,Land Acquistion,Smith Property,"Treatment Plant,Storage Room 211,1023","Correspondence, Invoices, Legal, Plans, Report",01/01/1980,01/01/1980,Adm Asst,"2001
June 28, 2007 File was removed from box and given to Mike Kyle"
1373,Land Acquistion,Safe Harbor Property,"Treatment Plant,Storage Room 211,1023","Correspondence, Invoices, Legal, Report",01/01/1980,01/01/1980,Adm Asst,2001
1374,Land Acquistion,Shue Property,"Treatment Plant,Storage Room 211,1023",Correspondence,01/01/1980,01/01/1980,Adm Asst,1997
1375,Capital Projects,Permanent Flow Meter Installation (Engineering),"Treatment Plant,Storage Room 211,1023","Agreements, Correspondence, Invoices",01/01/1980,01/01/1980,Adm Asst,1996
1376,General,Pump Station Sites,"Treatment Plant,Storage Room 211,1023",Correspondence,01/01/1980,01/01/1980,Adm Asst,"Letter from PA DER concering pumping stations as-constructed conditions dating June 25, 1976"
1377,Land Acquistion,Pump Station Sites - Surge Control & Pressure Equalization,"Treatment Plant,Storage Room 211,1023","Correspondence, Legal, Report",01/01/1980,01/01/1980,Adm Asst,Deeds for Pumping Station sites
1378,Land Acquistion,LASA Land Development Plan - Yellow Goose Rd.,"Treatment Plant,Storage Room 211,1023","Agreements, Correspondence, Invoices, Legal, Plans, Report",01/01/1980,01/01/1980,Adm Asst,Yellow Goose Road Property evaluation. potential site for pretreatment facility for Kellogg around 1994
1379,Land Acquistion,LASA Deed,"Treatment Plant,Storage Room 211,1023","Correspondence, Legal, Report",01/01/1980,01/01/1980,Adm Asst,Deeds for the LASA property on 130 - 140 Centerville Road
1380,General,"Armstrong & Sons, Inc., Edward - 205 Greenfield Rd 17601","Treatment Plant,Storage Room 211,1023","Correspondence, Invoices, Legal, Report",01/01/1980,01/01/1980,Adm Asst,Sludge Hauling Contract 1997-1998
1381,Land Acquistion,B. F PARTNERS,"Treatment Plant,Storage Room 211,1023","Correspondence, Invoices, Legal, Report",01/01/1980,01/01/1980,Adm Asst,Purchase of additional land at the Charlestown PS
1382,Land Acquistion,BINKLE CONDEMNATION,"Treatment Plant,Storage Room 211,1023","Correspondence, Invoices, Legal",01/01/1980,01/01/1980,Adm Asst,Purchase land at 877 Central Manor Road
1383,Land Acquistion,HEISEY PROPERTY - 140 CENTERVILLE RD,"Treatment Plant,Storage Room 211,1023","Correspondence, Invoices, Legal, Report",01/01/1980,01/01/1980,Adm Asst,Includes the deed for the 140 Centerville Road paroperty
1384,Land Acquistion,I. P . I PROPERTY,"Treatment Plant,Storage Room 211,1023","Correspondence, Invoices, Legal, Report",01/01/1980,01/01/1980,Adm Asst,1997
1385,General,MOUNTVILLE INTERCEPTOR REPLACEMENT - 1994,"Treatment Plant,Storage Room 211,1024","Correspondence, Report",01/01/1980,01/01/1980,Engineer,
1386,General,MOUNTVILLE INTERCEPTOR - ENGINEERING 2000-2003,"Treatment Plant,Storage Room 211,1024","Correspondence, Report",01/01/1980,01/01/1980,Engineer,
1387,General,MOUNTVILLE PUMP STATION,"Treatment Plant,Storage Room 211,1024","Correspondence, Report",01/01/1980,01/01/1980,Maintenance,
1388,Capital Projects,MOUNTVILLE PUMP STATION #2 - NOT NEEDED,"Treatment Plant,Storage Room 211,1024","Correspondence, Report",01/01/1980,01/01/1980,Maintenance,
1389,General,"ALLAN A. MYERS, INC. - PREVAILING WAGE STATEMENTS","Treatment Plant,Storage Room 211,1024","Correspondence, Legal, Report",01/01/1980,01/01/1980,Financial,
1390,Capital Projects,LASA ADMIN. & MAINT. BULDGS. & CONSTRUCTION,"Treatment Plant,Storage Room 211,1024","Agreements, Correspondence, Invoices",01/01/1980,01/01/1980,Engineer,
1391,General,PREVAILING WAGE INFORMATION AND INSTRUCTIONS,"Treatment Plant,Storage Room 211,1024","Invoices, Report",01/01/1980,01/01/1980,Financial,
1392,Capital Projects,WESTFIELD PUMP STATION - ENGINEERING,"Treatment Plant,Storage Room 211,1024","Correspondence, Report",01/01/1980,01/01/1980,Engineer,
1393,Capital Projects,WESTFIELD PUMP STATION - BULLDOG CONSTRUCTION,"Treatment Plant,Storage Room 211,1024","Correspondence, Report",01/01/1980,01/01/1980,Maintenance,
1394,General,WITMER PROPERTY PURCHASE - ENGINEERING,"Treatment Plant,Storage Room 211,1024","Correspondence, Report",01/01/1980,01/01/1980,Financial,
1395,General,2253 & 2261 WASHINGTON BORO - MANOR TWP. PROPERTY,"Treatment Plant,Storage Room 211,1024",Correspondence,01/01/1980,01/01/1980,Engineer,
1396,Capital Projects,SWARR RUN - ORIGINAL DOCUMENTS,"Treatment Plant,Storage Room 211,1024","Agreements, Correspondence, Report",01/01/1980,01/01/1980,Engineer,
1397,General,WASHINGTON BORO - R-O-W INFO,"Treatment Plant,Storage Room 211,1024","Agreements, Correspondence, Legal, Rights of way",01/01/1980,01/01/1980,Engineer,
1398,Capital Projects,SWARR RUN - TAH & MARKS - DAILY CONSTRUCTION LOGS,"Treatment Plant,Storage Room 211,1024","Correspondence, Report",01/01/1980,01/01/1980,Engineer,1999
1399,General,Bethel Commons,"Admin Building,General Office Area 022,,1",,01/01/1980,01/01/1980,Melissa,
1400,General,Bantam Lane (MHT) - Peter Alecxih Jr.,"Admin Building,General Office Area 022,,1",,01/01/1980,01/01/1980,Melissa,
