PID, Project, Res_Type, Res_Amount, User_Type, Treatment_Location, Phase, Contact_To, Notes, Escrow_Refund, Project_Complete, PumpStation, Utility, D_Contact, E_Contact, Required, OpenDate, EscrowFile, LastUpdate, Status, GISID, E_Name, D_Name, Municipality
"386","Blessed John XXII Religious Education Center","GPD","7223","C","Lancaster City","Approval","Engineer","Existing Permit #28100, Account #079226, Permitted Flow = 670 GPD

Comments by:Melissa Paules 6/21/2012 1:46:58 PM
------------------------------------------------------------
09/12/12 Reserved Capacity by Paying 2408 GPD Tapping Fee and
                Paying Annual Reservation Fee for 4,816 GPD.

Comments by:Melissa Paules 9/13/2012 9:43:03 AM
------------------------------------------------------------",,,"40","4",,"David Bitner","Reservation Required, Financial Security Required, Development Review Fee, Approved Contractor, Final Plan Approval, Planning Module Approved, Construction Schedule Received, Construction Permit Number, Shop Drawing Approval, Indemnification Needed, Final Inspection, Escrow Refunded, Project Complete & Closed","2012-06-21","12788","2013-06-20","Open","3904397600000","David Miller Associates, Inc.","Saint John Neumann Church","MANHEIM TOWNSHIP"
"387","Calvary Fellowship Homes Lot Consolidation","GPD","0","C","Lancaster City","Construction","Engineer","06-22-12  Rec&#039d Application for Connection w/$225 Escrow for Capacity Review &
                $1,000/Escrow for Plan Review. 
                Will forward $ to Fran to Deposit, then to Scot for Review & Comment.

Comments by:Melissa Paules 6/26/2012 4:21:27 PM
------------------------------------------------------------",,,"40","4","Clifford Hurter","Emily Dullen","Financial Security Required, Builder&#039s Agreement, Development Review Fee, Approved Contractor, Final Plan Approval, ACT 14 Notification, PA DEP Approvals, Approved Construction Permit, Board Approval, Construction Schedule Received, Construction Permit Number, Rights of Way Received, Shop Drawing Approval, Indemnification Needed, Final Inspection, Deed of Dedication, Escrow Refunded, As Builts, Project Complete & Closed","2012-06-26","12789","2014-02-20","Open","3908974300000","RGS Associates, Inc.","Calvary Fellowship Homes","MANHEIM TOWNSHIP"
"388","Hunger-N-Thirst","GPD","1428","C","Lancaster City","Construction","Developer","07/06/12  Rec&#039d Application for Connection w/$225 Escrow
                 Will forward to Fran to Deposit $, then to Scot for Review & Comment.
*NOTE* Some Existing Capacity.

Comments by:Melissa Paules 7/9/2012 9:21:41 AM
------------------------------------------------------------",,,"35","4","Sam Neff","None","Reservation Required, Financial Security Required, Development Review Fee, Approved Contractor, Final Plan Approval, Road Opening Permit, Indemnification Needed, Final Inspection, Escrow Refunded, Project Complete & Closed","2012-07-09","12790","2014-03-26","Open","3901679300000","None","Neff Brothers Real Estate LP","MANHEIM TOWNSHIP"
"389","Stone House Place","IDU","5","R","LASA","Construction","Engineer","07/10/12  Rec&#039d Application for Connection w/$225 Escrow.
                Will forward to Fran to Deposit $, then to Scot for Review & Comment.


Comments by:Melissa Paules 7/10/2012 1:35:30 PM
------------------------------------------------------------
CAPACITY EXPIRED 09/24/13, AND CAPACITY CLOSED 11/04/13.


Comments by:Melissa Lewis 11/4/2013 12:05:54 PM
------------------------------------------------------------",,,"7","3","BARRY HOGAN","Greg Strausser","Reservation Required, Financial Security Required, Builder&#039s Agreement, Development Review Fee, Approved Contractor, Final Plan Approval, Road Opening Permit, Planning Module Approved, ACT 14 Notification, PA DEP Approvals, Approved Construction Permit, Board Approval, Construction Schedule Received, Construction Permit Number, Rights of Way Received, Shop Drawing Approval, Indemnification Needed, Final Inspection, Deed of Dedication, Escrow Refunded, As Builts, Project Complete & Closed","2012-07-10","12791","2014-01-23","Open","3907762000000","Strausser Surveying & Engineering, Inc.","Stonehouse Group","MANHEIM TOWNSHIP"
"390","Fern Hill Ventures LP - 601 S. Sixteenth St.","GPD","969","C","LASA","Approval","Engineer","08/09/12  Rec&#039d Application for Connection w/$225 Escrow amount.
                 Will forward to Fran to Deposit $, then to Scot for Review & Comment.
EXISTING COMMERCIAL ACCOUNT #058100, PERMIT #18180 PERMITTED FLOW IS 969 GPD. 

Comments by:Melissa Paules 8/10/2012 10:23:58 AM
------------------------------------------------------------",,,"28","1",,"Christopher Kraft","Financial Security Required, Development Review Fee, Final Plan Approval, Shop Drawing Approval","2012-08-10","12792","2012-12-11","Open","3003735600000","C.S. Davidson, Inc.","Fern Hill Ventures LP","WEST HEMPFIELD TOWNSHIP"
"391","Alcoa/ Alumax Mill Products Truck Scale","GPD","0","C","LASA","Capacity","Engineer","08/23/12  Rec&#039d $1,000 escrow for Plan Review.
                 Existing Permit #28363, Account #079117 @ 154,965 GPD
Will create Escrow folder and forward to Fran to Deposit $. Then to Scot for
Review & Comment.

Comments by:Melissa Paules 8/27/2012 11:14:56 AM
------------------------------------------------------------",,,"7","4","Robert Radocy","Al Olah","Financial Security Required, Development Review Fee, Final Plan Approval, Shop Drawing Approval, Indemnification Needed, Final Inspection, Escrow Refunded","2012-08-27","12793","2013-02-07","Open","3901208000000","Rettew Associates, Inc.","Alcoa Mill Products","MANHEIM TOWNSHIP"
"392","Rutter&#039s Farm Store #23 - US 30 & Stony Battery Rd","GPD","800","C","LASA","Construction","Engineer","08/24/12  Rec&#039d Application for Connection w/$225 Escrow.
                Will forward to Fran to Deposit $, then to Scot for Review & Comment.

Comments by:Melissa Paules 8/27/2012 11:42:45 AM
------------------------------------------------------------",,,"2","4","Tim Rutter","Neal Metzger","Reservation Required, Financial Security Required, Development Review Fee, Approved Contractor, Final Plan Approval, Road Opening Permit, Planning Module Approved, Shop Drawing Approval, Indemnification Needed, Final Inspection, Escrow Refunded, Project Complete & Closed","2012-08-27","12794","2013-08-29","Open","3003799800000","LSC Design","M & G Realty, Inc.","WEST HEMPFIELD TOWNSHIP"
"393","Overlook Town Center - mixed use - Commercial","GPD","5866","C","LASA","Construction","Engineer","08/30/12  Rec&#039d Application for Connection w/$225 Escrow.
              Rec&#039d Plans w/$1,000 Escrow for Plan Review.
              Will forward to Fran to Deposit $, then to Scot for Review & Comment.

Comments by:Melissa Paules 8/31/2012 10:03:02 AM
------------------------------------------------------------
*NOTE*
CAPACITY RESERVED ONLY FOR LOT 1 & LOT 2 - COMMERCIAL @ 5866 gpd

Comments by:Melissa Paules 11/19/2012 11:51:26 AM
------------------------------------------------------------
COMMERCIAL CAPACITY CLOSED - PERMIT #33470, PAID 08/27/13.

Comments by:Melissa Lewis 11/4/2013 11:54:02 AM
------------------------------------------------------------",,,"7","4","Kevin Lapp","Doug Matthews","Reservation Required, Financial Security Required, Builder&#039s Agreement, Development Review Fee, Approved Contractor, Final Plan Approval, Road Opening Permit, Planning Module Approved, ACT 14 Notification, PA DEP Approvals, Approved Construction Permit, Board Approval, Construction Schedule Received, Construction Permit Number, Shop Drawing Approval, Indemnification Needed","2012-08-31","12795","2013-11-04","Open",,"David Miller Associates, Inc.","SKL Properties LP","MANHEIM TOWNSHIP"
"394","Overlook Town Center - mixed use - Residential","IDU","0","R","LASA","Capacity","Engineer","08/30/12  Rec&#039d Application for Connection w/$225 Escrow.
              Rec&#039d Plans w/$1,000 Escrow for Plan Review.
              Will forward to Fran to Deposit $, then to Scot for Review & Comment.

Comments by:Melissa Paules 8/31/2012 10:03:02 AM
Comments by:Melissa Paules 9/6/2012 3:46:14 PM
------------------------------------------------------------
*NOTE*
CAPACITY RESERVED ONLY FOR LOT 1 & LOT 2 - COMMERCIAL @ 5866 gpd
Comments by:Melissa Paules 11/21/2012 9:35:54 AM
------------------------------------------------------------",,,"7","4","Kevin Lapp","Doug Matthews","Reservation Required, Planning Module Approved","2012-09-06","12795","2013-01-08","Open",,"David Miller Associates, Inc.","SKL Properties LP","MANHEIM TOWNSHIP"
"395","Landis Valley Sewer Extension Permitting","IDU","0","R","Lancaster City","Construction","Developer",,,,"37","6","Scot Fertich",,,"2012-10-04",,"2012-12-17","Open",,"Buchart Horn- York PA Office","Lancaster Area Sewer Authority","MANHEIM TOWNSHIP"
"396","141 Sunrise Ave - Kenneth Homes lot","IDU","1","R","LASA","Capacity","Developer","10/10/12  Rec&#039d Application for Connection w/$225 Escrow.
                 Will forward to Fran to Deposit, then to Scot for Review & Comment.

Comments by:Melissa Paules 10/12/2012 10:11:50 AM
------------------------------------------------------------",,,"7","4","Ken Carper Jr","None","Reservation Required, Road Opening Permit, Indemnification Needed","2012-10-12","12796","2013-01-22","Open",,"None","Kenneth Homes","MANHEIM TOWNSHIP"
"397","Regency Square Lot 19","GPD","390","C","LASA","Approval","Engineer","10/17/12  Rec&#039d Application for Connection w/$225 Escrow and
                $1000 Escrow for Plan Review. 
                Will forward $ to Fran to Deposit, then to Scot for Review & Comment.

Comments by:Melissa Paules 10/18/2012 8:59:54 AM
------------------------------------------------------------
As per East Hempfield Township address is 2168 Embassy Dr.
Comments by:Melissa Paules 11/19/2012 11:08:01 AM
------------------------------------------------------------
Paid Tapping Fee 02/21/13, Permit #33310

Comments by:Melissa Lewis 11/4/2013 12:03:58 PM
------------------------------------------------------------",,,"7","4","Tony Georgelis","Todd Vaughn","Reservation Required, Financial Security Required, Development Review Fee, Final Plan Approval, Shop Drawing Approval, Final Inspection, Escrow Refunded, Project Complete & Closed","2012-10-18","12797","2013-11-04","Open","2904075900000","David Miller Associates, Inc.","Tony Georgelis","EAST HEMPFIELD TOWNSHIP"
"398","340 Roseville Road West","GPD","500","C","LASA","Construction","Engineer","11/15/12  Rec&#039d Application for Connection w/$225 Escrow
                $1000/Escrow Plan Review & $210.00 Capacity Reservation of 500/gpd
                Will forward to Fran to Deposit $, then to Scot for Review & Comment.

Comments by:Melissa Paules 11/16/2012 8:54:14 AM
------------------------------------------------------------
Paid Tapping Fee 12/19/12, Permit #33266

Comments by:Melissa Lewis 11/4/2013 12:26:41 PM
------------------------------------------------------------",,,"7","4","Timothy Ferguson","Doug Matthews","Reservation Required, Financial Security Required, Development Review Fee, Approved Contractor, Final Plan Approval, Road Opening Permit, Shop Drawing Approval, Indemnification Needed","2012-11-16","12798","2014-07-01","Open",,"David Miller Associates, Inc.","340 Roseville LP","MANHEIM TOWNSHIP"
"399","Landis Farm","IDU","0","R","LASA","Capacity","Engineer","12/20/12  Rec&#039d letter w/$225 Escrow
01/07/13  Rec&#039d Application for Connection.
                Opened project/ escrow folder. Will forward $ to Fran to Deposit,
                then file. Already sent Capacity Request Response Letter.


Comments by:Melissa Paules 1/8/2013 3:02:05 PM
------------------------------------------------------------",,,"34","6",,"Brent Sergent",,"2013-01-08","13799","2014-01-06","Open",,"Rettew Associates, Inc.","E G Stoltzfus Land LLC","EAST HEMPFIELD TOWNSHIP"
"400","David Charles Tract subdivision in Manor Twp","GPD","238","C","LASA","Construction","Engineer",,,,"7","4","Joe Nadu","Michele L Braas","Reservation Required, Financial Security Required, Development Review Fee, Approved Contractor, Final Plan Approval, Planning Module Approved, Shop Drawing Approval, Indemnification Needed, Final Inspection, Escrow Refunded, Project Complete & Closed","2013-01-09","13800","2013-07-08","Open","4107635000000","Rettew Associates, Inc.","Lancaster Home Builders","MANOR TOWNSHIP"
"401","Echo Valley Ln Lot","IDU","1","R","Lancaster City","Approval","Engineer","01/18/13  Rec&#039d Application for Connection w/$1000.00 Escrow ck. 
              Will use $225.00 for Capacity Review & $775.00 for Plan Review.
              Will forward to Fran to Deposit $, then to Scot for Review & Comment.

Comments by:Melissa Paules 1/21/2013 9:48:07 AM
------------------------------------------------------------",,,"40","4","Idriz Dizdarevic","Todd Shoaf RLA","Reservation Required, Development Review Fee, Final Plan Approval, Rights of Way Received, Shop Drawing Approval, Indemnification Needed, Final Inspection, Escrow Refunded, Project Complete & Closed","2013-01-21","13801","2013-09-25","Open","3908168000000","Pioneer Management LLC","Idriz & Slavica Dizdarevic","MANHEIM TOWNSHIP"
"402","Spooky Nook Sports","GPD","3850","C","LASA","Approval","Engineer","01/23/13  Rec&#039d $1,000.00 for Plan Review.
              EXISTING ACCT #018156 
              PERMIT #6645 
              PERMITTED FLOW = 3,850 gpd

Comments by:Melissa Paules 1/25/2013 8:32:20 AM
------------------------------------------------------------
01/25/13 Will forward $ to Fran to Deposit, then to Scot for Review & Comment.


Comments by:Melissa Paules 1/25/2013 8:35:06 AM
------------------------------------------------------------
04/21/14  Rec&#039d $540.00 for NEW capacity review that will be performed by RK&K.

Comments by:Melissa Lewis 4/23/2014 8:42:52 AM
------------------------------------------------------------
05/28/14  Rec&#039d $9,000.00 fee for Reservation of Capacity for 9,000/GPD for Additional Upgrade Plan.

Comments by:Melissa Lewis 5/28/2014 3:41:46 PM
------------------------------------------------------------",,,"14","2",,"G. David Keener","Development Review Fee, Final Plan Approval, Shop Drawing Approval, Indemnification Needed, Final Inspection, Escrow Refunded, Project Complete & Closed","2013-01-25","13802","2014-05-28","Open","2906876200000","GDKEENER LLC","The Sports Complex LP","EAST HEMPFIELD TOWNSHIP"
"403","Lime Springs Farm","IDU","238","R","LASA","Construction","Engineer","02/01/13  Rec&#039d Application for Connection w/$225 Escrow. 
              Will forward $ to Fran to Deposit, then to Scot for Review & Comment.

Comments by:Melissa Paules 2/5/2013 10:50:40 AM
------------------------------------------------------------
Note that project will consist of both dwelling units and commercial. There is 244 idu&#039s and 2878 gpd of commercial. Be sure to get the reservation for both. I expect that this project will be broken out in phases. 
Comments by:Scot Fertich 2/18/2013 3:48:25 PM
------------------------------------------------------------

Comments by:Scot Fertich 2/18/2013 3:49:21 PM
------------------------------------------------------------
07/31/13 
NOTE*** Paid Capacity Reservation for:
                238 IDU&#039s x $100/idu = $23,800.00
           10,000 GPD x $0.42/gal-day = $4,200.00
TOTAL AMOUNT PAID $28,000.00

Comments by:Melissa Paules 8/7/2013 8:25:15 AM
------------------------------------------------------------",,,"7","2","Mike O&#039Brien","Brent Sergent","Reservation Required, Financial Security Required, Builder&#039s Agreement, Development Review Fee, Approved Contractor, Final Plan Approval, Planning Module Approved, ACT 14 Notification, PA DEP Approvals, Approved Construction Permit, Board Approval, Construction Schedule Received, Construction Permit Number, Rights of Way Received, Shop Drawing Approval, Indemnification Needed, Final Inspection, Deed of Dedication, Escrow Refunded, As Builts, Project Complete & Closed","2013-02-05","13803","2014-07-02","Open","2907983100000","Rettew Associates, Inc.","Lime Spring Properties LP","EAST HEMPFIELD TOWNSHIP"
"404","Village Commons - Redo","GPD","0","C","LASA","Plan Review","Engineer","02/07/13  Rec&#039d Application for Connection w/$225 Escrow.
                 Will forward $ to Fran, then to Scot for Review & Comment.
NOTE: This project consists of of existing buildings & connections.

Comments by:Melissa Paules 2/8/2013 12:17:10 PM
------------------------------------------------------------
02/21/14  Rec&#039d Email that was sent by J. Vilga and forwarded from Angela that 2 laterals
               were capped and inspected today on this project.
               NOTE:  To date, LASA never approved final plans for this project.


Comments by:Melissa Lewis 2/21/2014 11:46:57 AM
------------------------------------------------------------",,,"7","3","Wilbur McMichael","Robert Gabriel","Development Review Fee, Final Plan Approval, Construction Schedule Received, Construction Permit Number, Shop Drawing Approval, Indemnification Needed","2013-02-08","13804","2014-03-07","Open",,"Robert Gabriel & Associates, Inc.","Happy Hollow Associates LP","EAST PETERSBURG BOROUGH"
"405","1611 Oregon Pike - lot subdivision","GPD","4950","C","Lancaster City","Plan Review","Engineer","02/07/13  Rec&#039d Application for Connection w/$225 Escrow.
                Will forward $ to Fran to deposit, then to Scot for Review & Comment.
NOTE: This project consists of previous issued and opened permits under Cedar-  Oregon LLC Project #11-752 
Comments by:Melissa Paules 2/8/2013 12:29:51 PM
------------------------------------------------------------
NOTE:
This project is for the new owners of previous LASA file #11-752 Cedar-Oregon Pike LLC. The $8,600.00 LOC for Financial Security was issued for the Warranty period on the previous work done from the old owners. 

Comments by:Melissa Lewis 1/24/2014 2:12:22 PM
------------------------------------------------------------
PERMITS OPENED UNDER PROJECT #11-752 WERE DELETED - THAT PROJECT IS CLOSED.

Comments by:Melissa Lewis 4/7/2014 9:07:28 AM
------------------------------------------------------------",,,"44","4","Wilbur McMichael","Donald Barrett","Reservation Required, Financial Security Required, Development Review Fee, Final Plan Approval, Planning Module Approved, Shop Drawing Approval, Final Inspection, Escrow Refunded, Project Complete & Closed","2013-02-08","13805","2014-04-07","Open","3903168800000","Robert Gabriel & Associates, Inc.","Oregon Pike Partners LP","MANHEIM TOWNSHIP"
"406","Carper, Kenneth L. Sr. - 2 Regal Alley & 4 Regal Alley - NOW Ironstone Homes Lots","IDU","2","R","Lancaster City","Construction","Developer","02/27/13  Rec&#039d Application for Connection w/$225 Escrow.
                Will forward to Fran to Deposit $, then to Scot for Review & Comment.


Comments by:Melissa Paules 3/1/2013 9:40:15 AM
-----------------------------------------------------
2 & 4 Regal Alley Permit #&#039s 33555 & 33556 respectively have been sold from Kenneth L. Carper Jr. to Trevor Eby - Ironstone Development LP, 1480 Ironstone Dr., East Earl, PA 17519. Settlement was scheduled for 05/28/14. Owner is to transfer to new owner both color copies of each permit at settlement. 

Comments by:Melissa Lewis 5/28/2014 4:14:10 PM
------------------------------------------------------------",,,"40","4","Kenneth L. Carper Sr.","None","Reservation Required, Development Review Fee, Final Plan Approval, Indemnification Needed","2013-03-01","13806","2014-06-10","Open","3900619900000","None","Kenneth L. Carper Sr.","MANHEIM TOWNSHIP"
"407","Grandview Subdivision Phase 2","IDU","35","R","Lancaster City","Construction","Engineer",,,,"40","4","James Shultz","David B Kegerize PE","Financial Security Required, Builder&#039s Agreement, Development Review Fee, Approved Contractor, Final Plan Approval, Approved Construction Permit, Board Approval, Construction Schedule Received, Construction Permit Number, Shop Drawing Approval, Final Inspection, Deed of Dedication, Escrow Refunded, As Builts, Project Complete & Closed","2013-03-08","13807","2014-04-04","Open","3904654100000","Lake Roeder Hillard & Assoc.","Charter Homes at Grandview, Inc.","MANHEIM TOWNSHIP"
"408","Eden Resort 3rd Floor Expansion","GPD","1600","C","Lancaster City","Capacity","Engineer","03/07/13  Rec&#039d Application for Connection w/$225 Escrow.
                 Will forward to Fran to Deposit $, then to Scot for Review & Comment.
Existing Account #079194/ Permit #27290 w/Permitted Flow of 60056/GPD

Comments by:Melissa Paules 3/8/2013 10:05:46 AM
------------------------------------------------------------
No modifications to the outside sewer service line so there will be no need for a plan review. Eden people just need to pay for the additional sewer capacity
Comments by:Scot Fertich 3/14/2013 11:04:17 AM
------------------------------------------------------------

Comments by:Melissa Lewis 11/6/2013 2:08:14 PM
------------------------------------------------------------",,,"40","4",,"Keith D. Good","Planning Module Approved","2013-03-08","13808","2014-02-20","Open","3903300900000","Calabrese Good Architects, Inc.","Lancaster Resort Limited Partnership","MANHEIM TOWNSHIP"
"409","Lancaster Airport Authority Ambulance/ Balloonport Bldg","GPD","1","C","LASA","Capacity","Developer","03/08/13  Rec&#039d Application for Connection w/$225 & no other correspondence.
                Will froward to Fran to Depsoit $, then to Scot for Review & Comment.

Comments by:Melissa Paules 3/8/2013 11:15:53 AM
------------------------------------------------------------
need to be paid for i edu. Should be billed on flat rate like other buildings on the site
Comments by:Scot Fertich 3/26/2013 3:10:39 PM
------------------------------------------------------------",,,"7","5",,"None","Final Inspection","2013-03-08","13809","2013-04-12","Open","3901269100000","None","Lancaster Airport Authority","MANHEIM TOWNSHIP"
"410","All Size Corrugated - New Bldg","GPD","0","C","LASA","Construction","Developer","03/13/13  Rec&#039d Application for Connection w/$225 Escrow
                 Will forward to Fran to Deposit $, then to Scot for Review & Comment.

Comments by:Melissa Paules 3/14/2013 9:58:34 AM
------------------------------------------------------------",,,"35","6","William H Reagan Jr","None","Reservation Required, Development Review Fee, Final Plan Approval, Shop Drawing Approval","2013-03-14","13810","2013-05-01","Open",,"None","George W Reagan Co","WEST HEMPFIELD TOWNSHIP"
"411","Stonehenge Reserve PHASE 3","IDU","27","R","LASA","Construction","Engineer","03/14/13  Rec&#039d Application for Connection w/$225 Escrow
                Will froward to Fran to Deposit $, then to Scot for Review & Comment.

Comments by:Melissa Paules 3/15/2013 9:28:01 AM
------------------------------------------------------------",,,"7","4","Mark Will","Robert M. Shenk RLA","Reservation Required, Financial Security Required, Builder&#039s Agreement, Development Review Fee, Approved Contractor, Final Plan Approval, Planning Module Approved, ACT 14 Notification, PA DEP Approvals, Approved Construction Permit, Board Approval, Construction Schedule Received, Construction Permit Number, Rights of Way Received, Shop Drawing Approval, Indemnification Needed, Final Inspection, Deed of Dedication, Escrow Refunded, As Builts, Project Complete & Closed","2013-03-15","13811","2014-07-01","Open","3903116600000","Herbert, Rowland, & Grubic, Inc. (Lanc. Office)","JPM Keller LLC","MANHEIM TOWNSHIP"
"412","Pop-It Graphics","GPD","0","C","LASA","Closeout","Engineer","03/28/13  Rec&#039d Application for Connection & Plan w/$1,000.00 Escrow
                Property is existing Account #018203/ Permit #8275 @ 350 GPD.

Comments by:Melissa Paules 4/1/2013 1:17:12 PM
------------------------------------------------------------
04/01/13  Will forward to Fran to Deposit $, then to Scot for Review & Comment.

Comments by:Melissa Paules 4/1/2013 1:17:54 PM
------------------------------------------------------------",,,"7","4","Tyler Meck","Brian R Cooley","Development Review Fee, Final Plan Approval, Escrow Refunded, Project Complete & Closed","2013-04-01","13812","2013-10-29","Open","2907936700000","D C Gohn Associates, Inc.","Tyler Meck","EAST HEMPFIELD TOWNSHIP"
"413","WEE CARE DAY SCHOOL (formerly East Pete Daycare Ctr)","GPD","400","C","LASA","Capacity","Engineer","04/02/13  Rec&#039d Application for Connection w/$225 Escrow 
                 Will forward to Fran to Depsoit $, then to Scot for Review & Comment.
***NOTE: EXISTING ACCOUNT #029004/ PERMIT #5817 @ 350 gpd.


Comments by:Melissa Paules 4/3/2013 8:43:21 AM
------------------------------------------------------------
06/25/13  Rec&#039d Capacity Reservation for an additional 400 gpd for a total of 750 gpd.
 
Comments by:Melissa Paules 6/25/2013 2:31:24 PM
------------------------------------------------------------",,,"7","3","William Troop","Brent Sergent","Reservation Required, Development Review Fee","2013-04-03","13813","2014-05-13","Open","2200894400000","Rettew Associates, Inc.","Troopco LLC","EAST PETERSBURG BOROUGH"
"414","396 Buch Ave - Ironstone Homes LLC","IDU","1","R","LASA","Approval","Developer","04/12/13  Rec&#039d Application for Connection w/$225 Escrow.
                Will forward to Fran to Deposit $, then to Scot for Review & Comment.

Comments by:Melissa Paules 4/15/2013 9:59:07 AM
------------------------------------------------------------
The parcel once contained a pumping station owned by either a developer or Manheim Township. Pumping station has since been removed and is incorporated into the building lot. Owner needs to get  an easement (according to the Township) for that portion of the sewer service line that crosses the former pumping station site.
Comments by:Scot Fertich 4/19/2013 2:05:51 PM
------------------------------------------------------------",,,"7","4","Trevor Eby","None","Reservation Required, Development Review Fee, Approved Contractor, Final Plan Approval, Road Opening Permit, Rights of Way Received, Shop Drawing Approval, Indemnification Needed, Final Inspection, Escrow Refunded, Project Complete & Closed","2013-04-15","13814","2013-06-19","Open","3902699500000","None","Ironstone Homes LLC","MANHEIM TOWNSHIP"
"415","Essex Court","IDU","27","R","LASA","Plan Review","Developer","04/15/13  Rec&#039d Application for Connection w/$225 Escrow.
                 Will forward to Fran to Deposit, then to Scot for Review & Comment.
 
Comments by:Melissa Paules 4/15/2013 12:12:02 PM
------------------------------------------------------------",,,"7","4","Nate Pipitone","None","Reservation Required, Financial Security Required, Builder&#039s Agreement, Development Review Fee, Approved Contractor, Final Plan Approval, Road Opening Permit, Planning Module Approved, ACT 14 Notification, PA DEP Approvals, Approved Construction Permit, Board Approval, Construction Schedule Received, Construction Permit Number, Rights of Way Received, Shop Drawing Approval, Indemnification Needed, Final Inspection, Deed of Dedication, Escrow Refunded, As Builts, Project Complete & Closed","2013-04-15","13815","2014-06-19","Open","3907891400000","None","Essex Court LLC","MANHEIM TOWNSHIP"
"416","Hempfield School District Landisville Education Center - LEC","GPD","0","C","LASA","Approval","Engineer","04/16/13  Rec&#039d correspondence w/$225 Escrow. Replied w/email to Aaron Moyer
                at ELA w/Application for Connection to be completed and returned.
Waiting for completed Application to be returned. Meanwhile escrow folder created and will forward $ to Fran to Deposit. 


Comments by:Melissa Paules 4/17/2013 9:41:32 AM
------------------------------------------------------------

------------------------------------------------------------

Comments by:Melissa Paules 4/17/2013 11:37:53 AM
------------------------------------------------------------
04/18/13  Rec&#039d Application for Connection. Will forward to Scot for
                 Review & Comment. 
Comments by:Melissa Paules 4/18/2013 12:20:11 PM
------------------------------------------------------------
06/07/13  Rec&#039d $1000.00 Escrow for Plan Review and $4250.00 for payment of Tapping Fee of
                425 GPD.

Comments by:Melissa Paules 6/10/2013 9:47:34 AM
------------------------------------------------------------",,,"7","2",,"Aaron Moyer","Reservation Required, Financial Security Required, Development Review Fee, Approved Contractor, Final Plan Approval, Road Opening Permit, Shop Drawing Approval, Indemnification Needed","2013-04-17","13816","2013-09-23","Open",,"ELA Group, Inc.","Hempfield School District","EAST HEMPFIELD TOWNSHIP"
"417","1149 Aquilla Dr - Ironstone Homes LLC","IDU","0","R","LASA","Construction","Developer","05/01/13  Rec&#039d Application for Connection w/$225 Escrow.
                Will forward to Fran to Deposit $, then to Scot for Review & Comment. 

Comments by:Melissa Paules 5/3/2013 9:18:11 AM
------------------------------------------------------------",,,"7","2","Trevor Eby","None","Reservation Required, Road Opening Permit, Shop Drawing Approval, Indemnification Needed","2013-05-03","13817","2013-10-04","Open",,"None","Ironstone Homes LLC","EAST HEMPFIELD TOWNSHIP"
"418","East Petersburg Boro - Nitrate Plant","GPD","0","I","N/A","Approval","Developer","05/29/13  Rec&#039d Application for Connection w/$225 Escrow. Will forward $ to Fran to Deposit,
                then to Scot for Review & Comment.

Comments by:Melissa Paules 5/29/2013 3:40:08 PM
------------------------------------------------------------",,,"43","3",,"None","Indemnification Needed","2013-05-29","13818","2013-08-14","Open",,"None","East Petersburg Boro","EAST PETERSBURG BOROUGH"
"419","FERN LN Subdivision - Pete Alecxih","IDU","10","R","LASA","Plan Review","Developer","06/12/13  Rec&#039d Application for Connection w/$225 Escrow. 
                 Will forward $ to Fran, then to Scot for Review & Comment. 

Comments by:Melissa Paules 6/13/2013 8:51:27 AM
------------------------------------------------------------",,,"7","4","Peter Alecxih Jr","None","Reservation Required, Financial Security Required, Builder&#039s Agreement, Development Review Fee, Approved Contractor, Final Plan Approval, Planning Module Approved, ACT 14 Notification, PA DEP Approvals, Approved Construction Permit, Board Approval, Construction Schedule Received, Construction Permit Number, Rights of Way Received, Shop Drawing Approval, Indemnification Needed, Final Inspection, Deed of Dedication, Escrow Refunded, As Builts, Project Complete & Closed","2013-06-12","13819","2014-03-13","Open","3902312000000","None","Greystone Construction Inc","MANHEIM TOWNSHIP"
"420","HILLCREST AVE Subdivision - Pete Alecxih","IDU","7","R","Lancaster City","Plan Review","Developer","06/12/13  Rec&#039d Application for Connection w/$225 Escrow.
                Will forward to Fran to Deposit $, then to Scot for Review & Comment.

Comments by:Melissa Paules 6/13/2013 8:56:05 AM
------------------------------------------------------------",,,"37","4","Peter Alecxih Jr","None","Financial Security Required, Builder&#039s Agreement, Development Review Fee, Approved Contractor, Final Plan Approval, Planning Module Approved, ACT 14 Notification, PA DEP Approvals, Approved Construction Permit, Board Approval, Construction Schedule Received, Construction Permit Number, Rights of Way Received, Shop Drawing Approval, Indemnification Needed, Final Inspection, Deed of Dedication, Escrow Refunded, As Builts, Project Complete & Closed","2013-06-13","13820","2014-01-31","Open","3901872300000","None","Greystone Construction Inc","MANHEIM TOWNSHIP"
"421","Manheim Twp School Dist - Maintenance Bldg","GPD","0","C","N/A","Capacity","Engineer","06/20/13  Rec&#039d Application for Connection w/$225 Escrow amount.
                 Will forward to Fran to Deposit $, then to Scot for Review & Comment.

NOTE: 2 Existing Residential houses to be demolished at 175 & 185 Valley Rd.
            Existing Account #270560/ Permit #26472 and Account #270561/ Permit #26473 (1) IDU each

Comments by:Melissa Paules 6/21/2013 9:04:19 AM
------------------------------------------------------------",,,"37","4",,"Aaron Moyer","Reservation Required, Development Review Fee","2013-06-21","13821","2013-07-24","Open",,"ELA Group, Inc.","Manheim Township School District","MANHEIM TOWNSHIP"
